CamId,feature,num_samples,missing_count,missing_rate,dtype
623,DewPtI,3723,3,0.0008058017727639,float64
204,DewPtI,2489,2,0.0008035355564483728,float64
9730,DewPtI,1805,1,0.000554016620498615,float64
75,DewPtI,1828,1,0.0005470459518599562,float64
21511,DewPtI,2755,1,0.0003629764065335753,float64
65,DewPtI,3234,1,0.00030921459492888067,float64
162,DewPtI,3244,0,0.0,float64
684,DewPtI,4091,0,0.0,float64
858,DewPtI,200,0,0.0,float64
3297,DewPtI,1267,0,0.0,float64
3395,DewPtI,1268,0,0.0,float64
3396,DewPtI,2668,0,0.0,float64
3837,DewPtI,3197,0,0.0,float64
3888,DewPtI,1626,0,0.0,float64
4181,DewPtI,1779,0,0.0,float64
4232,DewPtI,175,0,0.0,float64
4584,DewPtI,1805,0,0.0,float64
4679,DewPtI,1090,0,0.0,float64
4795,DewPtI,723,0,0.0,float64
4801,DewPtI,1601,0,0.0,float64
6798,DewPtI,1795,0,0.0,float64
7211,DewPtI,1511,0,0.0,float64
7233,DewPtI,1197,0,0.0,float64
7371,DewPtI,1512,0,0.0,float64
8438,DewPtI,1059,0,0.0,float64
8733,DewPtI,1791,0,0.0,float64
8887,DewPtI,3181,0,0.0,float64
8953,DewPtI,787,0,0.0,float64
9112,DewPtI,655,0,0.0,float64
9291,DewPtI,1253,0,0.0,float64
9483,DewPtI,939,0,0.0,float64
9708,DewPtI,750,0,0.0,float64
10066,DewPtI,1669,0,0.0,float64
10917,DewPtI,3565,0,0.0,float64
11160,DewPtI,1690,0,0.0,float64
11331,DewPtI,1170,0,0.0,float64
17244,DewPtI,2390,0,0.0,float64
18590,DewPtI,3491,0,0.0,float64
19306,DewPtI,1275,0,0.0,float64
19388,DewPtI,1789,0,0.0,float64
19834,DewPtI,1328,0,0.0,float64
21444,DewPtI,305,0,0.0,float64
21510,DewPtI,2965,0,0.0,float64
22788,DewPtI,1446,0,0.0,float64
24325,DewPtI,1924,0,0.0,float64
17218,DewPtM,1805,21,0.011634349030470914,float64
260,DewPtM,3224,14,0.004342431761786601,float64
1093,DewPtM,869,3,0.0034522439585730723,float64
19106,DewPtM,859,2,0.002328288707799767,float64
5020,DewPtM,2304,4,0.001736111111111111,float64
10870,DewPtM,1460,2,0.0013698630136986301,float64
861,DewPtM,920,1,0.0010869565217391304,float64
5021,DewPtM,1022,1,0.0009784735812133072,float64
623,DewPtM,3723,3,0.0008058017727639,float64
204,DewPtM,2489,2,0.0008035355564483728,float64
9730,DewPtM,1805,1,0.000554016620498615,float64
75,DewPtM,1828,1,0.0005470459518599562,float64
21511,DewPtM,2755,1,0.0003629764065335753,float64
65,DewPtM,3234,1,0.00030921459492888067,float64
162,DewPtM,3244,0,0.0,float64
684,DewPtM,4091,0,0.0,float64
858,DewPtM,200,0,0.0,float64
3297,DewPtM,1267,0,0.0,float64
3395,DewPtM,1268,0,0.0,float64
3396,DewPtM,2668,0,0.0,float64
3837,DewPtM,3197,0,0.0,float64
3888,DewPtM,1626,0,0.0,float64
4181,DewPtM,1779,0,0.0,float64
4232,DewPtM,175,0,0.0,float64
4584,DewPtM,1805,0,0.0,float64
4679,DewPtM,1090,0,0.0,float64
4795,DewPtM,723,0,0.0,float64
4801,DewPtM,1601,0,0.0,float64
6798,DewPtM,1795,0,0.0,float64
7211,DewPtM,1511,0,0.0,float64
7233,DewPtM,1197,0,0.0,float64
7371,DewPtM,1512,0,0.0,float64
8438,DewPtM,1059,0,0.0,float64
8733,DewPtM,1791,0,0.0,float64
8887,DewPtM,3181,0,0.0,float64
8953,DewPtM,787,0,0.0,float64
9112,DewPtM,655,0,0.0,float64
9291,DewPtM,1253,0,0.0,float64
9483,DewPtM,939,0,0.0,float64
9708,DewPtM,750,0,0.0,float64
10066,DewPtM,1669,0,0.0,float64
10917,DewPtM,3565,0,0.0,float64
11160,DewPtM,1690,0,0.0,float64
11331,DewPtM,1170,0,0.0,float64
17244,DewPtM,2390,0,0.0,float64
18590,DewPtM,3491,0,0.0,float64
19306,DewPtM,1275,0,0.0,float64
19388,DewPtM,1789,0,0.0,float64
19834,DewPtM,1328,0,0.0,float64
21444,DewPtM,305,0,0.0,float64
21510,DewPtM,2965,0,0.0,float64
22788,DewPtM,1446,0,0.0,float64
24325,DewPtM,1924,0,0.0,float64
65,Filename,3234,0,0.0,object
75,Filename,1828,0,0.0,object
162,Filename,3244,0,0.0,object
204,Filename,2489,0,0.0,object
260,Filename,3224,0,0.0,object
623,Filename,3723,0,0.0,object
684,Filename,4091,0,0.0,object
858,Filename,200,0,0.0,object
861,Filename,920,0,0.0,object
1093,Filename,869,0,0.0,object
3297,Filename,1267,0,0.0,object
3395,Filename,1268,0,0.0,object
3396,Filename,2668,0,0.0,object
3837,Filename,3197,0,0.0,object
3888,Filename,1626,0,0.0,object
4181,Filename,1779,0,0.0,object
4232,Filename,175,0,0.0,object
4584,Filename,1805,0,0.0,object
4679,Filename,1090,0,0.0,object
4795,Filename,723,0,0.0,object
4801,Filename,1601,0,0.0,object
5020,Filename,2304,0,0.0,object
5021,Filename,1022,0,0.0,object
6798,Filename,1795,0,0.0,object
7211,Filename,1511,0,0.0,object
7233,Filename,1197,0,0.0,object
7371,Filename,1512,0,0.0,object
8438,Filename,1059,0,0.0,object
8733,Filename,1791,0,0.0,object
8887,Filename,3181,0,0.0,object
8953,Filename,787,0,0.0,object
9112,Filename,655,0,0.0,object
9291,Filename,1253,0,0.0,object
9483,Filename,939,0,0.0,object
9708,Filename,750,0,0.0,object
9730,Filename,1805,0,0.0,object
10066,Filename,1669,0,0.0,object
10870,Filename,1460,0,0.0,object
10917,Filename,3565,0,0.0,object
11160,Filename,1690,0,0.0,object
11331,Filename,1170,0,0.0,object
17218,Filename,1805,0,0.0,object
17244,Filename,2390,0,0.0,object
18590,Filename,3491,0,0.0,object
19106,Filename,859,0,0.0,object
19306,Filename,1275,0,0.0,object
19388,Filename,1789,0,0.0,object
19834,Filename,1328,0,0.0,object
21444,Filename,305,0,0.0,object
21510,Filename,2965,0,0.0,object
21511,Filename,2755,0,0.0,object
22788,Filename,1446,0,0.0,object
24325,Filename,1924,0,0.0,object
65,Fog,3234,0,0.0,int64
75,Fog,1828,0,0.0,int64
162,Fog,3244,0,0.0,int64
204,Fog,2489,0,0.0,int64
260,Fog,3224,0,0.0,int64
623,Fog,3723,0,0.0,int64
684,Fog,4091,0,0.0,int64
858,Fog,200,0,0.0,int64
861,Fog,920,0,0.0,int64
1093,Fog,869,0,0.0,int64
3297,Fog,1267,0,0.0,int64
3395,Fog,1268,0,0.0,int64
3396,Fog,2668,0,0.0,int64
3837,Fog,3197,0,0.0,int64
3888,Fog,1626,0,0.0,int64
4181,Fog,1779,0,0.0,int64
4232,Fog,175,0,0.0,int64
4584,Fog,1805,0,0.0,int64
4679,Fog,1090,0,0.0,int64
4795,Fog,723,0,0.0,int64
4801,Fog,1601,0,0.0,int64
5020,Fog,2304,0,0.0,int64
5021,Fog,1022,0,0.0,int64
6798,Fog,1795,0,0.0,int64
7211,Fog,1511,0,0.0,int64
7233,Fog,1197,0,0.0,int64
7371,Fog,1512,0,0.0,int64
8438,Fog,1059,0,0.0,int64
8733,Fog,1791,0,0.0,int64
8887,Fog,3181,0,0.0,int64
8953,Fog,787,0,0.0,int64
9112,Fog,655,0,0.0,int64
9291,Fog,1253,0,0.0,int64
9483,Fog,939,0,0.0,int64
9708,Fog,750,0,0.0,int64
9730,Fog,1805,0,0.0,int64
10066,Fog,1669,0,0.0,int64
10870,Fog,1460,0,0.0,int64
10917,Fog,3565,0,0.0,int64
11160,Fog,1690,0,0.0,int64
11331,Fog,1170,0,0.0,int64
17218,Fog,1805,0,0.0,int64
17244,Fog,2390,0,0.0,int64
18590,Fog,3491,0,0.0,int64
19106,Fog,859,0,0.0,int64
19306,Fog,1275,0,0.0,int64
19388,Fog,1789,0,0.0,int64
19834,Fog,1328,0,0.0,int64
21444,Fog,305,0,0.0,int64
21510,Fog,2965,0,0.0,int64
21511,Fog,2755,0,0.0,int64
22788,Fog,1446,0,0.0,int64
24325,Fog,1924,0,0.0,int64
65,Hail,3234,0,0.0,int64
75,Hail,1828,0,0.0,int64
162,Hail,3244,0,0.0,int64
204,Hail,2489,0,0.0,int64
260,Hail,3224,0,0.0,int64
623,Hail,3723,0,0.0,int64
684,Hail,4091,0,0.0,int64
858,Hail,200,0,0.0,int64
861,Hail,920,0,0.0,int64
1093,Hail,869,0,0.0,int64
3297,Hail,1267,0,0.0,int64
3395,Hail,1268,0,0.0,int64
3396,Hail,2668,0,0.0,int64
3837,Hail,3197,0,0.0,int64
3888,Hail,1626,0,0.0,int64
4181,Hail,1779,0,0.0,int64
4232,Hail,175,0,0.0,int64
4584,Hail,1805,0,0.0,int64
4679,Hail,1090,0,0.0,int64
4795,Hail,723,0,0.0,int64
4801,Hail,1601,0,0.0,int64
5020,Hail,2304,0,0.0,int64
5021,Hail,1022,0,0.0,int64
6798,Hail,1795,0,0.0,int64
7211,Hail,1511,0,0.0,int64
7233,Hail,1197,0,0.0,int64
7371,Hail,1512,0,0.0,int64
8438,Hail,1059,0,0.0,int64
8733,Hail,1791,0,0.0,int64
8887,Hail,3181,0,0.0,int64
8953,Hail,787,0,0.0,int64
9112,Hail,655,0,0.0,int64
9291,Hail,1253,0,0.0,int64
9483,Hail,939,0,0.0,int64
9708,Hail,750,0,0.0,int64
9730,Hail,1805,0,0.0,int64
10066,Hail,1669,0,0.0,int64
10870,Hail,1460,0,0.0,int64
10917,Hail,3565,0,0.0,int64
11160,Hail,1690,0,0.0,int64
11331,Hail,1170,0,0.0,int64
17218,Hail,1805,0,0.0,int64
17244,Hail,2390,0,0.0,int64
18590,Hail,3491,0,0.0,int64
19106,Hail,859,0,0.0,int64
19306,Hail,1275,0,0.0,int64
19388,Hail,1789,0,0.0,int64
19834,Hail,1328,0,0.0,int64
21444,Hail,305,0,0.0,int64
21510,Hail,2965,0,0.0,int64
21511,Hail,2755,0,0.0,int64
22788,Hail,1446,0,0.0,int64
24325,Hail,1924,0,0.0,int64
858,HeatIndexI,200,200,1.0,float64
861,HeatIndexI,920,920,1.0,float64
3297,HeatIndexI,1267,1267,1.0,float64
3395,HeatIndexI,1268,1268,1.0,float64
4795,HeatIndexI,723,723,1.0,float64
8953,HeatIndexI,787,787,1.0,float64
10066,HeatIndexI,1669,1669,1.0,float64
17218,HeatIndexI,1805,1805,1.0,float64
19388,HeatIndexI,1789,1789,1.0,float64
21510,HeatIndexI,2965,2965,1.0,float64
21511,HeatIndexI,2755,2755,1.0,float64
9112,HeatIndexI,655,654,0.9984732824427481,float64
4679,HeatIndexI,1090,1086,0.9963302752293578,float64
10917,HeatIndexI,3565,3547,0.9949509116409537,float64
11331,HeatIndexI,1170,1164,0.9948717948717949,float64
24325,HeatIndexI,1924,1910,0.9927234927234927,float64
3837,HeatIndexI,3197,3167,0.9906162026900219,float64
3396,HeatIndexI,2668,2640,0.9895052473763118,float64
22788,HeatIndexI,1446,1430,0.9889349930843707,float64
7371,HeatIndexI,1512,1492,0.9867724867724867,float64
9708,HeatIndexI,750,740,0.9866666666666667,float64
7233,HeatIndexI,1197,1178,0.9841269841269841,float64
4801,HeatIndexI,1601,1575,0.9837601499063086,float64
10870,HeatIndexI,1460,1436,0.9835616438356164,float64
8887,HeatIndexI,3181,3127,0.9830242062244577,float64
8733,HeatIndexI,1791,1754,0.9793411501954216,float64
11160,HeatIndexI,1690,1653,0.9781065088757397,float64
6798,HeatIndexI,1795,1755,0.9777158774373259,float64
7211,HeatIndexI,1511,1470,0.9728656518861681,float64
5021,HeatIndexI,1022,992,0.9706457925636007,float64
9483,HeatIndexI,939,909,0.9680511182108626,float64
19306,HeatIndexI,1275,1231,0.9654901960784313,float64
19106,HeatIndexI,859,817,0.9511059371362048,float64
3888,HeatIndexI,1626,1544,0.949569495694957,float64
9291,HeatIndexI,1253,1186,0.9465283320031923,float64
162,HeatIndexI,3244,3044,0.938347718865598,float64
204,HeatIndexI,2489,2330,0.9361189232623544,float64
9730,HeatIndexI,1805,1679,0.9301939058171745,float64
4584,HeatIndexI,1805,1664,0.9218836565096953,float64
260,HeatIndexI,3224,2964,0.9193548387096774,float64
1093,HeatIndexI,869,793,0.9125431530494822,float64
684,HeatIndexI,4091,3724,0.910290882424835,float64
5020,HeatIndexI,2304,2073,0.8997395833333334,float64
4181,HeatIndexI,1779,1578,0.8870151770657673,float64
18590,HeatIndexI,3491,3077,0.8814093382984818,float64
8438,HeatIndexI,1059,921,0.8696883852691218,float64
65,HeatIndexI,3234,2675,0.8271490414347558,float64
21444,HeatIndexI,305,252,0.8262295081967214,float64
75,HeatIndexI,1828,1502,0.8216630196936543,float64
17244,HeatIndexI,2390,1767,0.7393305439330544,float64
623,HeatIndexI,3723,2448,0.6575342465753424,float64
19834,HeatIndexI,1328,844,0.6355421686746988,float64
4232,HeatIndexI,175,97,0.5542857142857143,float64
858,HeatIndexM,200,200,1.0,float64
861,HeatIndexM,920,920,1.0,float64
3297,HeatIndexM,1267,1267,1.0,float64
3395,HeatIndexM,1268,1268,1.0,float64
4795,HeatIndexM,723,723,1.0,float64
8953,HeatIndexM,787,787,1.0,float64
10066,HeatIndexM,1669,1669,1.0,float64
17218,HeatIndexM,1805,1805,1.0,float64
19388,HeatIndexM,1789,1789,1.0,float64
21510,HeatIndexM,2965,2965,1.0,float64
21511,HeatIndexM,2755,2755,1.0,float64
9112,HeatIndexM,655,654,0.9984732824427481,float64
4679,HeatIndexM,1090,1086,0.9963302752293578,float64
10917,HeatIndexM,3565,3547,0.9949509116409537,float64
11331,HeatIndexM,1170,1164,0.9948717948717949,float64
24325,HeatIndexM,1924,1910,0.9927234927234927,float64
3837,HeatIndexM,3197,3167,0.9906162026900219,float64
3396,HeatIndexM,2668,2640,0.9895052473763118,float64
22788,HeatIndexM,1446,1430,0.9889349930843707,float64
7371,HeatIndexM,1512,1492,0.9867724867724867,float64
9708,HeatIndexM,750,740,0.9866666666666667,float64
7233,HeatIndexM,1197,1178,0.9841269841269841,float64
4801,HeatIndexM,1601,1575,0.9837601499063086,float64
10870,HeatIndexM,1460,1436,0.9835616438356164,float64
8887,HeatIndexM,3181,3127,0.9830242062244577,float64
8733,HeatIndexM,1791,1754,0.9793411501954216,float64
11160,HeatIndexM,1690,1653,0.9781065088757397,float64
6798,HeatIndexM,1795,1755,0.9777158774373259,float64
7211,HeatIndexM,1511,1470,0.9728656518861681,float64
5021,HeatIndexM,1022,992,0.9706457925636007,float64
9483,HeatIndexM,939,909,0.9680511182108626,float64
19306,HeatIndexM,1275,1231,0.9654901960784313,float64
19106,HeatIndexM,859,817,0.9511059371362048,float64
3888,HeatIndexM,1626,1544,0.949569495694957,float64
9291,HeatIndexM,1253,1186,0.9465283320031923,float64
162,HeatIndexM,3244,3044,0.938347718865598,float64
204,HeatIndexM,2489,2330,0.9361189232623544,float64
9730,HeatIndexM,1805,1679,0.9301939058171745,float64
4584,HeatIndexM,1805,1664,0.9218836565096953,float64
260,HeatIndexM,3224,2964,0.9193548387096774,float64
1093,HeatIndexM,869,793,0.9125431530494822,float64
684,HeatIndexM,4091,3724,0.910290882424835,float64
5020,HeatIndexM,2304,2073,0.8997395833333334,float64
4181,HeatIndexM,1779,1578,0.8870151770657673,float64
18590,HeatIndexM,3491,3077,0.8814093382984818,float64
8438,HeatIndexM,1059,921,0.8696883852691218,float64
65,HeatIndexM,3234,2675,0.8271490414347558,float64
21444,HeatIndexM,305,252,0.8262295081967214,float64
75,HeatIndexM,1828,1502,0.8216630196936543,float64
17244,HeatIndexM,2390,1767,0.7393305439330544,float64
623,HeatIndexM,3723,2448,0.6575342465753424,float64
19834,HeatIndexM,1328,844,0.6355421686746988,float64
4232,HeatIndexM,175,97,0.5542857142857143,float64
65,Hour,3234,0,0.0,int64
75,Hour,1828,0,0.0,int64
162,Hour,3244,0,0.0,int64
204,Hour,2489,0,0.0,int64
260,Hour,3224,0,0.0,int64
623,Hour,3723,0,0.0,int64
684,Hour,4091,0,0.0,int64
858,Hour,200,0,0.0,int64
861,Hour,920,0,0.0,int64
1093,Hour,869,0,0.0,int64
3297,Hour,1267,0,0.0,int64
3395,Hour,1268,0,0.0,int64
3396,Hour,2668,0,0.0,int64
3837,Hour,3197,0,0.0,int64
3888,Hour,1626,0,0.0,int64
4181,Hour,1779,0,0.0,int64
4232,Hour,175,0,0.0,int64
4584,Hour,1805,0,0.0,int64
4679,Hour,1090,0,0.0,int64
4795,Hour,723,0,0.0,int64
4801,Hour,1601,0,0.0,int64
5020,Hour,2304,0,0.0,int64
5021,Hour,1022,0,0.0,int64
6798,Hour,1795,0,0.0,int64
7211,Hour,1511,0,0.0,int64
7233,Hour,1197,0,0.0,int64
7371,Hour,1512,0,0.0,int64
8438,Hour,1059,0,0.0,int64
8733,Hour,1791,0,0.0,int64
8887,Hour,3181,0,0.0,int64
8953,Hour,787,0,0.0,int64
9112,Hour,655,0,0.0,int64
9291,Hour,1253,0,0.0,int64
9483,Hour,939,0,0.0,int64
9708,Hour,750,0,0.0,int64
9730,Hour,1805,0,0.0,int64
10066,Hour,1669,0,0.0,int64
10870,Hour,1460,0,0.0,int64
10917,Hour,3565,0,0.0,int64
11160,Hour,1690,0,0.0,int64
11331,Hour,1170,0,0.0,int64
17218,Hour,1805,0,0.0,int64
17244,Hour,2390,0,0.0,int64
18590,Hour,3491,0,0.0,int64
19106,Hour,859,0,0.0,int64
19306,Hour,1275,0,0.0,int64
19388,Hour,1789,0,0.0,int64
19834,Hour,1328,0,0.0,int64
21444,Hour,305,0,0.0,int64
21510,Hour,2965,0,0.0,int64
21511,Hour,2755,0,0.0,int64
22788,Hour,1446,0,0.0,int64
24325,Hour,1924,0,0.0,int64
17218,Hum,1805,21,0.011634349030470914,float64
260,Hum,3224,14,0.004342431761786601,float64
1093,Hum,869,3,0.0034522439585730723,float64
19106,Hum,859,2,0.002328288707799767,float64
5020,Hum,2304,4,0.001736111111111111,float64
10870,Hum,1460,2,0.0013698630136986301,float64
861,Hum,920,1,0.0010869565217391304,float64
5021,Hum,1022,1,0.0009784735812133072,float64
623,Hum,3723,3,0.0008058017727639,float64
204,Hum,2489,2,0.0008035355564483728,float64
9730,Hum,1805,1,0.000554016620498615,float64
75,Hum,1828,1,0.0005470459518599562,float64
21511,Hum,2755,1,0.0003629764065335753,float64
65,Hum,3234,1,0.00030921459492888067,float64
162,Hum,3244,0,0.0,float64
684,Hum,4091,0,0.0,float64
858,Hum,200,0,0.0,float64
3297,Hum,1267,0,0.0,float64
3395,Hum,1268,0,0.0,float64
3396,Hum,2668,0,0.0,float64
3837,Hum,3197,0,0.0,float64
3888,Hum,1626,0,0.0,float64
4181,Hum,1779,0,0.0,float64
4232,Hum,175,0,0.0,float64
4584,Hum,1805,0,0.0,float64
4679,Hum,1090,0,0.0,float64
4795,Hum,723,0,0.0,float64
4801,Hum,1601,0,0.0,float64
6798,Hum,1795,0,0.0,float64
7211,Hum,1511,0,0.0,float64
7233,Hum,1197,0,0.0,float64
7371,Hum,1512,0,0.0,float64
8438,Hum,1059,0,0.0,float64
8733,Hum,1791,0,0.0,float64
8887,Hum,3181,0,0.0,float64
8953,Hum,787,0,0.0,float64
9112,Hum,655,0,0.0,float64
9291,Hum,1253,0,0.0,float64
9483,Hum,939,0,0.0,float64
9708,Hum,750,0,0.0,float64
10066,Hum,1669,0,0.0,float64
10917,Hum,3565,0,0.0,float64
11160,Hum,1690,0,0.0,float64
11331,Hum,1170,0,0.0,float64
17244,Hum,2390,0,0.0,float64
18590,Hum,3491,0,0.0,float64
19306,Hum,1275,0,0.0,float64
19388,Hum,1789,0,0.0,float64
19834,Hum,1328,0,0.0,float64
21444,Hum,305,0,0.0,float64
21510,Hum,2965,0,0.0,float64
22788,Hum,1446,0,0.0,float64
24325,Hum,1924,0,0.0,float64
3395,Icon,1268,1268,1.0,object
3837,Icon,3197,1145,0.35814826399749766,object
17218,Icon,1805,277,0.15346260387811633,object
19106,Icon,859,125,0.14551804423748546,object
5020,Icon,2304,119,0.05164930555555555,object
5021,Icon,1022,52,0.050880626223091974,object
9730,Icon,1805,84,0.04653739612188366,object
4679,Icon,1090,43,0.03944954128440367,object
10066,Icon,1669,54,0.03235470341521869,object
11331,Icon,1170,31,0.026495726495726495,object
19388,Icon,1789,46,0.025712688652878703,object
4795,Icon,723,18,0.024896265560165973,object
7233,Icon,1197,28,0.023391812865497075,object
3396,Icon,2668,51,0.01911544227886057,object
9483,Icon,939,17,0.01810436634717785,object
9291,Icon,1253,16,0.012769353551476457,object
3297,Icon,1267,15,0.011838989739542225,object
3888,Icon,1626,11,0.006765067650676507,object
6798,Icon,1795,12,0.006685236768802228,object
7371,Icon,1512,5,0.0033068783068783067,object
8733,Icon,1791,3,0.0016750418760469012,object
22788,Icon,1446,1,0.0006915629322268327,object
65,Icon,3234,0,0.0,object
75,Icon,1828,0,0.0,object
162,Icon,3244,0,0.0,object
204,Icon,2489,0,0.0,object
260,Icon,3224,0,0.0,object
623,Icon,3723,0,0.0,object
684,Icon,4091,0,0.0,object
858,Icon,200,0,0.0,object
861,Icon,920,0,0.0,object
1093,Icon,869,0,0.0,object
4181,Icon,1779,0,0.0,object
4232,Icon,175,0,0.0,object
4584,Icon,1805,0,0.0,object
4801,Icon,1601,0,0.0,object
7211,Icon,1511,0,0.0,object
8438,Icon,1059,0,0.0,object
8887,Icon,3181,0,0.0,object
8953,Icon,787,0,0.0,object
9112,Icon,655,0,0.0,object
